CustomerID,Recency,Frequency,Monetary,UniqueProducts,PurchaseVelocity,AvgOrderValue,Tenure,DaysToSecondPurchase,PeakSeasonEngagement,R_Score,F_Score,M_Score,Segment,Churned,Churn_Probability,CohortMonth
12388,33,50,27567.77,20,0.0,118.8265948275862,359,10.0,0.1853448275862069,5,5,5,Champions,0,0.0003004150376933269,2010-12
12389,9,34,18565.41,20,9.0,130.74232394366197,257,4.0,0.13380281690140844,5,5,5,Champions,0,0.003497475916232742,2011-04
12390,34,22,8908.48,20,-24.0,120.38486486486485,403,24.0,0.33783783783783783,5,5,5,Champions,0,0.08663991305036436,2010-10
12391,13,31,16177.98,20,0.0,131.52829268292683,136,1.0,0.5040650406504065,5,5,5,Champions,0,0.006518557921391607,2011-08
12392,5,31,15953.41,20,0.0,135.19838983050846,268,6.0,0.23728813559322035,5,5,5,Champions,0,0.007060715990354288,2011-04
12393,10,49,24712.97,20,0.0,118.81235576923078,351,7.0,0.1778846153846154,5,5,5,Champions,0,0.0006774937998481875,2011-01
12394,32,27,13938.07,20,49.0,116.15058333333333,430,5.0,0.15833333333333333,5,5,5,Champions,0,0.021351118207565443,2010-09
12395,43,27,13734.29,20,0.0,115.41420168067228,215,5.0,0.058823529411764705,5,5,5,Champions,0,0.020664309165801007,2011-04
12396,37,36,17845.1,20,7.0,112.23333333333332,206,14.0,0.06289308176100629,5,5,5,Champions,0,0.006020900618547583,2011-05
12397,11,23,13276.97,20,0.0,126.44733333333333,421,5.0,0.18095238095238095,5,5,5,Champions,0,0.022844473851397366,2010-10
12398,27,48,27535.92,20,0.0,124.03567567567566,226,7.0,0.18018018018018017,5,5,5,Champions,0,0.0002537319138987536,2011-04
12399,26,34,16690.12,20,6.0,118.36964539007091,482,2.0,0.24113475177304963,5,5,5,Champions,0,0.009112896620168343,2010-08
12400,6,28,14357.970000000001,20,0.0,132.9441666666667,261,4.0,0.07407407407407407,5,5,5,Champions,0,0.01209318855504705,2011-04
12401,16,43,21980.71,20,1.0,122.11505555555556,111,3.0,0.34444444444444444,5,5,5,Champions,0,0.0012614033879830848,2011-08
12402,33,28,17301.57,20,0.0,124.47172661870503,412,45.0,0.23741007194244604,5,5,5,Champions,0,0.007281440909493024,2010-10
12403,13,23,10205.04,20,0.0,115.96636363636365,261,5.0,0.17045454545454544,5,5,5,Champions,0,0.05862035175290332,2011-04
12404,14,32,13730.9,20,0.0,104.02196969696969,332,11.0,0.12878787878787878,5,5,5,Champions,0,0.026480897791038925,2011-01
12405,31,37,17214.77,20,0.0,109.64821656050955,211,3.0,0.17834394904458598,5,5,5,Champions,0,0.007505105979875857,2011-05
12406,24,46,26904.38,20,-1.0,121.73927601809955,148,1.0,0.2579185520361991,5,5,5,Champions,0,0.0003109898587368629,2011-07
12407,4,37,23400.36,20,0.0,136.0486046511628,441,16.0,0.45348837209302323,5,5,5,Champions,0,0.0008816297632855842,2010-10
12408,26,21,9992.09,19,0.0,108.60967391304348,165,11.0,0.2391304347826087,5,5,5,Champions,0,0.06559462590418963,2011-06
12409,43,34,19637.85,20,0.0,128.35196078431372,397,3.0,0.2222222222222222,5,5,5,Champions,0,0.003040550785379066,2010-10
12410,16,31,15165.21,20,0.0,118.478203125,448,6.0,0.2109375,5,5,5,Champions,0,0.014375060300246217,2010-09
12411,26,50,26426.22,20,0.0,114.39922077922078,254,4.0,0.12121212121212122,5,5,5,Champions,0,0.0004218985929542015,2011-03
12412,16,50,24772.53,20,9.0,115.7594859813084,394,1.0,0.3411214953271028,5,5,5,Champions,0,0.0007138249117928785,2010-11
12413,28,47,25773.079999999998,20,0.0,117.68529680365296,408,7.0,0.1643835616438356,5,5,5,Champions,0,0.0005553251915921466,2010-10
12414,13,32,17571.84,20,0.0,110.51471698113208,191,10.0,0.3522012578616352,5,5,5,Champions,0,0.007171471818145226,2011-06
12415,26,47,28437.01,20,0.0,120.49580508474575,406,12.0,0.2754237288135593,5,5,5,Champions,0,0.0002470015831659676,2010-10
12416,21,37,18824.59,20,0.0,118.39364779874214,207,1.0,0.03773584905660377,5,5,5,Champions,0,0.003935724629665057,2011-05
12417,32,41,21550.68,20,0.0,119.726,451,10.0,0.16111111111111112,5,5,5,Champions,0,0.001990275325542274,2010-09
12418,37,23,12358.16,20,0.0,113.37761467889908,133,1.0,0.1743119266055046,5,5,5,Champions,0,0.03167585591491743,2011-07
12419,12,21,12770.67,20,0.0,135.8581914893617,150,7.0,0.5,5,5,5,Champions,0,0.018340429695301145,2011-07
12420,41,25,13780.81,20,0.0,135.10598039215685,365,40.0,0.2549019607843137,5,5,5,Champions,0,0.015626830607797543,2010-11
12421,33,31,19740.08,20,0.0,142.014964028777,201,4.0,0.2158273381294964,5,5,5,Champions,0,0.002002891621110725,2011-05
12422,28,42,21495.86,20,-1.0,118.10912087912088,139,1.0,0.2032967032967033,5,5,5,Champions,0,0.0016391199564639535,2011-07
12423,23,23,12831.65,20,0.0,128.3165,319,15.0,0.26,5,5,5,Champions,0,0.023211463280780803,2011-01
12424,28,37,22132.13,20,0.0,137.4666459627329,397,7.0,0.21739130434782608,5,5,5,Champions,0,0.0011772454439709379,2010-11
12425,20,46,22213.8,20,0.0,112.19090909090909,439,8.0,0.1919191919191919,5,5,5,Champions,0,0.0017735822180467813,2010-09
12426,12,50,26950.16,20,0.0,116.1644827586207,90,1.0,0.4396551724137931,5,5,5,Champions,0,0.00031073401340376075,2011-09
12427,2,47,22715.16,20,0.0,113.5758,64,1.0,0.885,5,5,5,Champions,0,0.0011179296237186797,2011-10
12428,12,38,17735.87,20,13.0,120.65217687074829,237,4.0,0.1564625850340136,5,5,5,Champions,0,0.005051082894842688,2011-04
12429,29,22,14762.05,19,0.0,144.72598039215686,240,3.0,0.12745098039215685,5,5,5,Champions,0,0.008501592587443227,2011-04
12430,24,31,18296.11,20,0.0,127.05631944444445,355,10.0,0.1527777777777778,5,5,5,Champions,0,0.004668124618431634,2010-12
12431,9,30,11793.71,20,0.0,116.76940594059405,100,6.0,0.40594059405940597,5,5,5,Champions,0,0.030040877499648413,2011-09
12432,25,41,20952.32,20,0.0,115.75867403314916,352,14.0,0.143646408839779,5,5,5,Champions,0,0.002397071582669252,2010-12
12433,5,42,20272.329999999998,20,0.0,114.53293785310733,360,3.0,0.13559322033898305,5,5,5,Champions,0,0.0029300962929550032,2010-12
12434,10,38,21119.73,20,0.0,128.77884146341464,61,1.0,0.8109756097560976,5,5,5,Champions,0,0.0014572191287239183,2011-10
12435,7,47,23855.6,20,0.0,126.22010582010581,400,11.0,0.31216931216931215,5,5,5,Champions,0,0.0007871001489718932,2010-11
12436,38,49,31786.19,20,0.0,137.0094396551724,443,9.0,0.1810344827586207,5,5,5,Champions,0,6.639163402556785e-05,2010-09
12437,34,21,10659.119999999999,20,5.0,119.76539325842695,393,24.0,0.29213483146067415,5,5,5,Champions,0,0.05450867047970499,2010-10
12438,5,42,21749.45,20,0.0,119.50247252747253,425,3.0,0.14285714285714285,5,5,5,Champions,0,0.0018185260264429095,2010-10
12439,8,20,11925.67,20,5.0,112.50632075471698,223,3.0,0.2830188679245283,5,5,5,Champions,0,0.04040683318882453,2011-05
12440,58,35,18092.68,20,11.0,120.61786666666667,237,12.0,0.006666666666666667,4,5,5,Champions,0,0.004840327494949763,2011-03
12441,7,39,18272.670000000002,20,-1.0,121.81780000000002,378,1.0,0.14,5,5,5,Champions,0,0.004664523979761062,2010-12
12442,13,45,21793.07,20,0.0,123.12468926553672,172,6.0,0.2994350282485876,5,5,5,Champions,0,0.001317333237293627,2011-06
12443,30,43,20142.37,20,0.0,111.90205555555555,74,2.0,0.5,5,5,5,Champions,0,0.002576338986055095,2011-09
12444,47,20,10445.22,20,0.0,109.94968421052631,306,43.0,0.10526315789473684,4,5,5,Champions,0,0.06859693522500716,2011-01
12445,25,48,22587.26,20,-13.0,111.26729064039408,424,13.0,0.15763546798029557,5,5,5,Champions,0,0.001582714163765251,2010-10
12446,28,36,18410.86,20,0.0,124.3977027027027,140,1.0,0.14864864864864866,5,5,5,Champions,0,0.003757218706451058,2011-07
12447,18,49,27677.02,20,0.0,117.77455319148936,144,3.0,0.20425531914893616,5,5,5,Champions,0,0.00025874457255344524,2011-07
12448,40,29,15420.89,20,0.0,110.14921428571428,312,15.0,0.19285714285714287,5,5,5,Champions,0,0.015121875168178573,2011-01
12449,14,38,17548.93,20,0.0,120.1981506849315,286,7.0,0.3561643835616438,5,5,5,Champions,0,0.0056473734384256445,2011-03
12450,31,39,17624.21,20,0.0,115.94874999999999,251,3.0,0.07894736842105263,5,5,5,Champions,0,0.005805681133649251,2011-03
12451,3,31,15006.41,20,0.0,131.6351754385965,123,9.0,0.47368421052631576,5,5,5,Champions,0,0.008976749419628843,2011-08
12452,32,26,12078.76,20,0.0,115.03580952380952,235,10.0,0.13333333333333333,5,5,5,Champions,0,0.03389280980016638,2011-04
12453,1,42,21151.41,20,0.0,112.5075,347,6.0,0.0425531914893617,5,5,5,Champions,0,0.0023744513619888374,2011-01
12454,9,48,23990.13,20,5.0,127.60707446808512,243,8.0,0.18085106382978725,5,5,5,Champions,0,0.0006414839013447038,2011-04
12455,3,31,16254.06,20,0.0,109.82472972972973,448,12.0,0.22297297297297297,5,5,5,Champions,0,0.012852415777254426,2010-10
12456,45,45,24947.53,20,-30.0,122.29181372549019,379,30.0,0.28431372549019607,4,5,5,Champions,0,0.0006687169133675659,2010-11
12457,25,20,9871.05,19,6.0,129.88223684210524,252,13.0,0.039473684210526314,5,5,5,Champions,0,0.046784029844923226,2011-03
12458,38,35,17513.73,20,0.0,113.72551948051948,294,4.0,0.1038961038961039,5,5,5,Champions,0,0.006934986881522366,2011-02
12459,32,33,15011.96,20,0.0,112.02955223880596,87,2.0,0.34328358208955223,5,5,5,Champions,0,0.012881799069441091,2011-09
12460,10,26,16138.24,20,0.0,127.07275590551181,73,3.0,0.84251968503937,5,5,5,Champions,0,0.007558210902506176,2011-10
12461,26,40,19322.57,20,0.0,126.29130718954248,232,9.0,0.23529411764705882,5,5,5,Champions,0,0.002799481373016591,2011-04
12462,2,45,22808.39,20,0.0,124.63601092896174,405,14.0,0.1912568306010929,5,5,5,Champions,0,0.001137482233408985,2010-11
12463,20,27,14381.3,20,0.0,118.85371900826446,111,4.0,0.3140495867768595,5,5,5,Champions,0,0.014898070194841179,2011-08
12464,18,43,21167.9,20,3.0,116.94972375690608,115,3.0,0.292817679558011,5,5,5,Champions,0,0.0017767927377812436,2011-08
12465,36,25,15220.61,20,0.0,131.2121551724138,281,10.0,0.15517241379310345,5,5,5,Champions,0,0.010565043669243943,2011-02
12466,28,24,12911.08,20,6.0,131.74571428571429,122,4.0,0.23469387755102042,5,5,5,Champions,0,0.01785058300735999,2011-08
12467,29,27,15127.79,20,-2.0,121.02232000000001,108,2.0,0.488,5,5,5,Champions,0,0.011537452185755996,2011-08
12468,21,39,22436.69,20,0.0,122.60486338797814,232,3.0,0.12568306010928962,5,5,5,Champions,0,0.0012823171770928316,2011-04
12469,30,41,21490.77,20,4.0,120.06016759776537,213,9.0,0.15083798882681565,5,5,5,Champions,0,0.0016859207899989103,2011-05
12470,26,29,13076.55,20,0.0,108.07066115702479,128,1.0,0.15702479338842976,5,5,5,Champions,0,0.026321240054259683,2011-07
12471,41,25,13817.43,20,0.0,122.27814159292036,314,9.0,0.12389380530973451,5,5,5,Champions,0,0.019354584018139925,2011-01
12472,17,27,14199.15,20,0.0,130.26743119266055,328,2.0,0.08256880733944955,5,5,5,Champions,0,0.014266595185268316,2011-01
12473,11,20,11685.32,20,0.0,132.78772727272727,263,3.0,0.23863636363636365,5,5,5,Champions,0,0.028998062858181347,2011-04
12474,22,41,21177.34,20,0.0,131.53627329192545,463,2.0,0.2732919254658385,5,5,5,Champions,0,0.0017141313681175185,2010-09
12475,25,43,22569.99,20,0.0,130.46236994219655,120,4.0,0.36416184971098264,5,5,5,Champions,0,0.0008972125496232849,2011-08
12476,7,27,13573.98,20,0.0,123.39981818181818,429,3.0,0.3181818181818182,5,5,5,Champions,0,0.02113383312775029,2010-10
12477,26,35,20849.29,20,0.0,129.49869565217392,267,5.0,0.14906832298136646,5,5,5,Champions,0,0.001891821889577725,2011-03
12478,17,37,25118.74,20,0.0,130.82677083333334,219,16.0,0.3072916666666667,5,5,5,Champions,0,0.0005195843431093682,2011-05
12479,9,31,14061.69,20,0.0,110.721968503937,97,3.0,0.4330708661417323,5,5,5,Champions,0,0.017964281181726945,2011-09
12480,41,26,15364.4,20,0.0,124.91382113821138,408,4.0,0.21138211382113822,5,5,5,Champions,0,0.012486368152619547,2010-10
12481,14,20,9402.56,20,0.0,96.93360824742267,70,1.0,0.5154639175257731,5,5,5,Champions,0,0.09780907734510766,2011-10
12482,33,31,14704.45,20,0.0,112.24770992366413,287,20.0,0.17557251908396945,5,5,5,Champions,0,0.016794684823697528,2011-02
12483,20,23,11338.64,20,0.0,114.53171717171716,351,14.0,0.16161616161616163,5,5,5,Champions,0,0.047682656438608306,2010-12
12484,28,28,14636.46,20,0.0,124.03779661016948,86,3.0,0.2796610169491525,5,5,5,Champions,0,0.011979576627981423,2011-09
12485,32,27,14906.84,20,0.0,113.7926717557252,268,2.0,0.13740458015267176,5,5,5,Champions,0,0.016040179311331317,2011-03
12486,17,49,25446.92,20,0.0,125.9748514851485,464,2.0,0.40594059405940597,5,5,5,Champions,0,0.0005095123282199221,2010-09
12487,18,43,21370.66,20,0.0,125.70976470588235,90,4.0,0.5882352941176471,5,5,5,Champions,0,0.0013653599002090295,2011-09
12488,12,29,18865.47,20,0.0,131.01020833333334,225,4.0,0.24305555555555555,5,5,5,Champions,0,0.0034276593923477736,2011-05
12489,15,38,17986.84,20,-44.0,131.29080291970803,397,44.0,0.15328467153284672,5,5,5,Champions,0,0.004519753302391055,2010-11
12490,16,33,18182.13,20,0.0,129.87235714285714,238,29.0,0.29285714285714287,5,5,5,Champions,0,0.004071012050075876,2011-04
12491,37,46,24736.8,20,0.0,126.20816326530611,376,3.0,0.34183673469387754,5,5,5,Champions,0,0.0006115387011931601,2010-11
12492,27,31,16888.66,20,0.0,117.28236111111111,239,7.0,0.1597222222222222,5,5,5,Champions,0,0.007870427356507104,2011-04
12493,18,23,10103.3,20,0.0,116.12988505747126,323,7.0,0.13793103448275862,5,5,5,Champions,0,0.06265007818820119,2011-01
12494,74,50,23699.73,20,-4.0,124.73542105263158,413,4.0,0.15789473684210525,4,5,5,Champions,0,0.0008153896508421506,2010-08
12495,27,49,22952.44,20,0.0,112.51196078431371,334,10.0,0.049019607843137254,5,5,5,Champions,0,0.0012628215198468443,2011-01
12496,47,38,17914.11,20,0.0,114.10261146496816,387,1.0,0.2229299363057325,4,5,5,Champions,0,0.0062401013530249605,2010-10
12497,7,22,10917.71,20,0.0,113.72614583333332,188,11.0,0.3854166666666667,5,5,5,Champions,0,0.049254940057089615,2011-06
12498,17,49,25420.83,20,0.0,121.05157142857144,297,1.0,0.1523809523809524,5,5,5,Champions,0,0.0005067595652109877,2011-02
12499,6,35,14055.79,20,1.0,126.62873873873875,461,7.0,0.15315315315315314,5,5,5,Champions,0,0.015476968825444132,2010-09
12500,21,30,16859.69,20,0.0,126.7645864661654,70,5.0,0.18796992481203006,5,5,5,Champions,0,0.005809179017819106,2011-10
12501,47,45,24875.329999999998,20,0.0,119.02071770334928,450,15.0,0.14832535885167464,4,5,5,Champions,0,0.0007433212378170363,2010-08
12502,11,41,20559.78,20,0.0,123.85409638554216,298,6.0,0.10843373493975904,5,5,5,Champions,0,0.0021473620689649365,2011-02
12503,29,45,21495.85,20,0.0,112.5437172774869,355,1.0,0.27225130890052357,5,5,5,Champions,0,0.002053940241245648,2010-12
12504,6,37,18459.68,20,0.0,113.24957055214725,175,3.0,0.22085889570552147,5,5,5,Champions,0,0.00477258309292052,2011-07
12505,45,33,15974.08,20,0.0,120.10586466165414,444,12.0,0.17293233082706766,4,5,5,Champions,0,0.010722392594841415,2010-08
12506,26,28,13793.41,20,0.0,119.94269565217391,435,12.0,0.11304347826086956,5,5,5,Champions,0,0.021265465138921292,2010-09
12507,31,40,21656.95,20,0.0,118.99423076923077,389,1.0,0.24175824175824176,5,5,5,Champions,0,0.0019000773488867106,2010-11
12508,51,31,16665.079999999998,20,0.0,115.72972222222221,314,11.0,0.05555555555555555,4,5,5,Champions,0,0.009161167446250385,2010-12
12509,25,38,19291.1,20,-1.0,113.4770588235294,183,1.0,0.2529411764705882,5,5,5,Champions,0,0.0037197130813050303,2011-06
12510,4,42,23272.84,20,0.0,127.87274725274726,264,3.0,0.27472527472527475,5,5,5,Champions,0,0.0008785266290535684,2011-04
12511,32,35,16306.12,20,0.0,122.6024060150376,360,5.0,0.18796992481203006,5,5,5,Champions,0,0.008401632809372958,2010-12
12512,30,26,13680.06,20,9.0,131.53903846153847,440,19.0,0.49038461538461536,5,5,5,Champions,0,0.0176476215957402,2010-09
12513,12,31,20608.35,20,0.0,133.82045454545454,205,17.0,0.06493506493506493,5,5,5,Champions,0,0.0018962375804365877,2011-05
12514,32,23,10360.46,20,0.0,100.58699029126213,193,2.0,0.23300970873786409,5,5,5,Champions,0,0.0735636648275207,2011-05
12515,31,29,13158.51,20,0.0,131.5851,322,18.0,0.04,5,5,5,Champions,0,0.017971354918869396,2011-01
12516,28,21,11284.96,19,0.0,150.46613333333332,72,7.0,0.37333333333333335,5,5,5,Champions,0,0.01784862191291317,2011-09
12517,36,36,21135.03,20,0.0,132.92471698113206,284,4.0,0.050314465408805034,5,5,5,Champions,0,0.001611287487604933,2011-02
12518,29,29,14096.55,20,0.0,113.68185483870967,291,10.0,0.16129032258064516,5,5,5,Champions,0,0.019863603347148973,2011-02
12519,50,34,17787.72,20,0.0,127.05514285714287,380,26.0,0.16428571428571428,4,5,5,Champions,0,0.005255676242989358,2010-10
12520,17,23,12457.79,20,0.0,115.34990740740741,209,4.0,0.25925925925925924,5,5,5,Champions,0,0.03121930339264072,2011-05
12521,17,44,24767.61,20,0.0,126.36535714285715,268,16.0,0.24489795918367346,5,5,5,Champions,0,0.0005822278907639514,2011-03
12522,17,28,16264.28,20,1.0,126.07968992248063,257,10.0,0.17829457364341086,5,5,5,Champions,0,0.008246205722062019,2011-04
12523,41,36,21135.420000000002,20,-3.0,128.09345454545456,132,3.0,0.18181818181818182,5,5,5,Champions,0,0.0016094161198583823,2011-07
12524,12,33,21773.62,20,0.0,130.38095808383233,94,11.0,0.6706586826347305,5,5,5,Champions,0,0.0013111809401720475,2011-09
12525,17,42,23180.22,20,33.0,128.06751381215471,476,20.0,0.281767955801105,5,5,5,Champions,0,0.0010219259162396865,2010-08
12526,27,31,18446.73,20,0.0,128.99811188811188,93,2.0,0.4195804195804196,5,5,5,Champions,0,0.0035393556097270355,2011-09
12527,7,45,24880.62,20,0.0,115.72381395348837,225,2.0,0.13023255813953488,5,5,5,Champions,0,0.0006738806413154364,2011-05
12528,59,24,12884.06,20,0.0,127.5649504950495,382,30.0,0.3465346534653465,4,5,5,Champions,0,0.0240953390696765,2010-10
12529,22,44,25751.62,20,0.0,118.12669724770642,331,3.0,0.22018348623853212,5,5,5,Champions,0,0.0005494701262001861,2011-01
12530,27,46,25378.670000000002,20,0.0,130.14702564102566,319,3.0,0.06666666666666667,5,5,5,Champions,0,0.00044942221607460184,2011-01
12531,21,45,22903.04,20,0.0,121.82468085106383,212,7.0,0.17553191489361702,5,5,5,Champions,0,0.001021467152050691,2011-05
12532,21,32,14892.74,20,-5.0,107.91840579710144,164,5.0,0.30434782608695654,5,5,5,Champions,0,0.015728884729305594,2011-06
12533,12,22,12807.24,20,0.0,126.80435643564356,341,5.0,0.27722772277227725,5,5,5,Champions,0,0.024789425692766875,2011-01
12534,11,39,22423.29,20,0.0,127.40505681818182,132,2.0,0.3465909090909091,5,5,5,Champions,0,0.0010776689173245873,2011-08
12535,28,47,21989.57,20,0.0,106.22980676328503,152,2.0,0.13526570048309178,5,5,5,Champions,0,0.0017164082693369278,2011-07
12536,24,23,13196.28,20,0.0,133.2957575757576,93,7.0,0.32323232323232326,5,5,5,Champions,0,0.01600775319160287,2011-09
12537,16,31,20131.71,20,0.0,133.32258278145696,291,10.0,0.09271523178807947,5,5,5,Champions,0,0.0023226920716332322,2011-02
12538,25,26,15163.15,20,0.0,120.34246031746031,127,9.0,0.3333333333333333,5,5,5,Champions,0,0.011970942102862255,2011-08
12539,30,35,21133.77,20,7.0,127.31186746987952,351,1.0,0.13253012048192772,5,5,5,Champions,0,0.0019287501791966164,2010-12
12540,23,32,18715.99,20,0.0,126.4593918918919,350,32.0,0.22972972972972974,5,5,5,Champions,0,0.004168193157709769,2010-12
12541,16,24,11536.23,19,-2.0,104.87481818181818,258,2.0,0.20909090909090908,5,5,5,Champions,0,0.04761614660770407,2011-04
12542,8,36,18014.11,20,8.0,127.75964539007093,197,1.0,0.2695035460992908,5,5,5,Champions,0,0.0040332743603984965,2011-06
12543,30,43,20062.99,20,0.0,110.84524861878454,150,6.0,0.35911602209944754,5,5,5,Champions,0,0.00285335608761074,2011-07
12544,30,40,22986.64,20,0.0,119.72208333333333,445,5.0,0.14583333333333334,5,5,5,Champions,0,0.0013425445568288465,2010-09
12545,26,23,12044.63,20,3.0,141.7015294117647,285,19.0,0.17647058823529413,5,5,5,Champions,0,0.021104463317371532,2011-02
12546,31,33,17435.89,20,0.0,109.65968553459119,275,8.0,0.1509433962264151,5,5,5,Champions,0,0.0079163165578325,2011-02
12547,21,35,20675.41,20,0.0,135.13339869281046,141,4.0,0.2222222222222222,5,5,5,Champions,0,0.001603058306379771,2011-07
12548,45,41,22041.55,20,-2.0,131.19970238095237,293,2.0,0.1130952380952381,4,5,5,Champions,0,0.0012008536785199139,2011-01
12549,23,43,26674.42,20,7.0,133.3721,349,5.0,0.215,5,5,5,Champions,0,0.00031074663472368023,2010-12
12550,16,21,13564.380000000001,20,0.0,132.98411764705884,139,3.0,0.38235294117647056,5,5,5,Champions,0,0.01551013184025701,2011-07
