CustomerID,Recency,Frequency,Monetary,R_Score,F_Score,M_Score,RFM_Score,RFM_Total,Segment
12385,39,22,11895.73,5,5,5,555,15,🏆 Champions
12386,42,46,23343.19,5,5,5,555,15,🏆 Champions
12387,36,21,12340.04,5,5,5,555,15,🏆 Champions
12388,33,50,27567.77,5,5,5,555,15,🏆 Champions
12389,9,34,18565.41,5,5,5,555,15,🏆 Champions
12390,34,22,8908.48,5,5,5,555,15,🏆 Champions
12391,13,31,16177.98,5,5,5,555,15,🏆 Champions
12392,5,31,15953.41,5,5,5,555,15,🏆 Champions
12393,10,49,24712.97,5,5,5,555,15,🏆 Champions
12394,32,27,13938.07,5,5,5,555,15,🏆 Champions
12395,43,27,13734.29,5,5,5,555,15,🏆 Champions
12396,37,36,17845.1,5,5,5,555,15,🏆 Champions
12397,11,23,13276.97,5,5,5,555,15,🏆 Champions
12398,27,48,27535.92,5,5,5,555,15,🏆 Champions
12399,26,34,16690.12,5,5,5,555,15,🏆 Champions
12400,6,28,14357.970000000001,5,5,5,555,15,🏆 Champions
12401,16,43,21980.71,5,5,5,555,15,🏆 Champions
12402,33,28,17301.57,5,5,5,555,15,🏆 Champions
12403,13,23,10205.04,5,5,5,555,15,🏆 Champions
12404,14,32,13730.9,5,5,5,555,15,🏆 Champions
12405,31,37,17214.77,5,5,5,555,15,🏆 Champions
12406,24,46,26904.38,5,5,5,555,15,🏆 Champions
12407,4,37,23400.36,5,5,5,555,15,🏆 Champions
12408,26,21,9992.09,5,5,5,555,15,🏆 Champions
12409,43,34,19637.85,5,5,5,555,15,🏆 Champions
12410,16,31,15165.21,5,5,5,555,15,🏆 Champions
12411,26,50,26426.22,5,5,5,555,15,🏆 Champions
12412,16,50,24772.53,5,5,5,555,15,🏆 Champions
12413,28,47,25773.079999999998,5,5,5,555,15,🏆 Champions
12414,13,32,17571.84,5,5,5,555,15,🏆 Champions
12415,26,47,28437.01,5,5,5,555,15,🏆 Champions
12416,21,37,18824.59,5,5,5,555,15,🏆 Champions
12417,32,41,21550.68,5,5,5,555,15,🏆 Champions
12418,37,23,12358.16,5,5,5,555,15,🏆 Champions
12419,12,21,12770.67,5,5,5,555,15,🏆 Champions
12420,41,25,13780.81,5,5,5,555,15,🏆 Champions
12421,33,31,19740.08,5,5,5,555,15,🏆 Champions
12422,28,42,21495.86,5,5,5,555,15,🏆 Champions
12423,23,23,12831.65,5,5,5,555,15,🏆 Champions
12424,28,37,22132.13,5,5,5,555,15,🏆 Champions
12425,20,46,22213.8,5,5,5,555,15,🏆 Champions
12426,12,50,26950.16,5,5,5,555,15,🏆 Champions
12427,2,47,22715.16,5,5,5,555,15,🏆 Champions
12428,12,38,17735.87,5,5,5,555,15,🏆 Champions
12429,29,22,14762.05,5,5,5,555,15,🏆 Champions
12430,24,31,18296.11,5,5,5,555,15,🏆 Champions
12431,9,30,11793.71,5,5,5,555,15,🏆 Champions
12432,25,41,20952.32,5,5,5,555,15,🏆 Champions
12433,5,42,20272.329999999998,5,5,5,555,15,🏆 Champions
12434,10,38,21119.73,5,5,5,555,15,🏆 Champions
12435,7,47,23855.6,5,5,5,555,15,🏆 Champions
12436,38,49,31786.19,5,5,5,555,15,🏆 Champions
12437,34,21,10659.119999999999,5,5,5,555,15,🏆 Champions
12438,5,42,21749.45,5,5,5,555,15,🏆 Champions
12439,8,20,11925.67,5,5,5,555,15,🏆 Champions
12440,58,35,18092.68,4,5,5,455,14,🏆 Champions
12441,7,39,18272.670000000002,5,5,5,555,15,🏆 Champions
12442,13,45,21793.07,5,5,5,555,15,🏆 Champions
12443,30,43,20142.37,5,5,5,555,15,🏆 Champions
12444,47,20,10445.22,4,5,5,455,14,🏆 Champions
12445,25,48,22587.26,5,5,5,555,15,🏆 Champions
12446,28,36,18410.86,5,5,5,555,15,🏆 Champions
12447,18,49,27677.02,5,5,5,555,15,🏆 Champions
12448,40,29,15420.89,5,5,5,555,15,🏆 Champions
12449,14,38,17548.93,5,5,5,555,15,🏆 Champions
12450,31,39,17624.21,5,5,5,555,15,🏆 Champions
12451,3,31,15006.41,5,5,5,555,15,🏆 Champions
12452,32,26,12078.76,5,5,5,555,15,🏆 Champions
12453,1,42,21151.41,5,5,5,555,15,🏆 Champions
12454,9,48,23990.13,5,5,5,555,15,🏆 Champions
12455,3,31,16254.06,5,5,5,555,15,🏆 Champions
12456,45,45,24947.53,4,5,5,455,14,🏆 Champions
12457,25,20,9871.05,5,5,5,555,15,🏆 Champions
12458,38,35,17513.73,5,5,5,555,15,🏆 Champions
12459,32,33,15011.96,5,5,5,555,15,🏆 Champions
12460,10,26,16138.24,5,5,5,555,15,🏆 Champions
12461,26,40,19322.57,5,5,5,555,15,🏆 Champions
12462,2,45,22808.39,5,5,5,555,15,🏆 Champions
12463,20,27,14381.3,5,5,5,555,15,🏆 Champions
12464,18,43,21167.9,5,5,5,555,15,🏆 Champions
12465,36,25,15220.61,5,5,5,555,15,🏆 Champions
12466,28,24,12911.08,5,5,5,555,15,🏆 Champions
12467,29,27,15127.79,5,5,5,555,15,🏆 Champions
12468,21,39,22436.69,5,5,5,555,15,🏆 Champions
12469,30,41,21490.77,5,5,5,555,15,🏆 Champions
12470,26,29,13076.55,5,5,5,555,15,🏆 Champions
12471,41,25,13817.43,5,5,5,555,15,🏆 Champions
12472,17,27,14199.15,5,5,5,555,15,🏆 Champions
12473,11,20,11685.32,5,5,5,555,15,🏆 Champions
12474,22,41,21177.34,5,5,5,555,15,🏆 Champions
12475,25,43,22569.99,5,5,5,555,15,🏆 Champions
12476,7,27,13573.98,5,5,5,555,15,🏆 Champions
12477,26,35,20849.29,5,5,5,555,15,🏆 Champions
12478,17,37,25118.74,5,5,5,555,15,🏆 Champions
12479,9,31,14061.69,5,5,5,555,15,🏆 Champions
12480,41,26,15364.4,5,5,5,555,15,🏆 Champions
12481,14,20,9402.56,5,5,5,555,15,🏆 Champions
12482,33,31,14704.45,5,5,5,555,15,🏆 Champions
12483,20,23,11338.64,5,5,5,555,15,🏆 Champions
12484,28,28,14636.46,5,5,5,555,15,🏆 Champions
12485,32,27,14906.84,5,5,5,555,15,🏆 Champions
12486,17,49,25446.92,5,5,5,555,15,🏆 Champions
12487,18,43,21370.66,5,5,5,555,15,🏆 Champions
12488,12,29,18865.47,5,5,5,555,15,🏆 Champions
12489,15,38,17986.84,5,5,5,555,15,🏆 Champions
12490,16,33,18182.13,5,5,5,555,15,🏆 Champions
12491,37,46,24736.8,5,5,5,555,15,🏆 Champions
12492,27,31,16888.66,5,5,5,555,15,🏆 Champions
12493,18,23,10103.3,5,5,5,555,15,🏆 Champions
12494,74,50,23699.73,4,5,5,455,14,🏆 Champions
12495,27,49,22952.44,5,5,5,555,15,🏆 Champions
12496,47,38,17914.11,4,5,5,455,14,🏆 Champions
12497,7,22,10917.71,5,5,5,555,15,🏆 Champions
12498,17,49,25420.83,5,5,5,555,15,🏆 Champions
12499,6,35,14055.79,5,5,5,555,15,🏆 Champions
12500,21,30,16859.69,5,5,5,555,15,🏆 Champions
12501,47,45,24875.329999999998,4,5,5,455,14,🏆 Champions
12502,11,41,20559.78,5,5,5,555,15,🏆 Champions
12503,29,45,21495.85,5,5,5,555,15,🏆 Champions
12504,6,37,18459.68,5,5,5,555,15,🏆 Champions
12505,45,33,15974.08,4,5,5,455,14,🏆 Champions
12506,26,28,13793.41,5,5,5,555,15,🏆 Champions
12507,31,40,21656.95,5,5,5,555,15,🏆 Champions
12508,51,31,16665.079999999998,4,5,5,455,14,🏆 Champions
12509,25,38,19291.1,5,5,5,555,15,🏆 Champions
12510,4,42,23272.84,5,5,5,555,15,🏆 Champions
12511,32,35,16306.12,5,5,5,555,15,🏆 Champions
12512,30,26,13680.06,5,5,5,555,15,🏆 Champions
12513,12,31,20608.35,5,5,5,555,15,🏆 Champions
12514,32,23,10360.46,5,5,5,555,15,🏆 Champions
12515,31,29,13158.51,5,5,5,555,15,🏆 Champions
12516,28,21,11284.96,5,5,5,555,15,🏆 Champions
12517,36,36,21135.03,5,5,5,555,15,🏆 Champions
12518,29,29,14096.55,5,5,5,555,15,🏆 Champions
12519,50,34,17787.72,4,5,5,455,14,🏆 Champions
12520,17,23,12457.79,5,5,5,555,15,🏆 Champions
12521,17,44,24767.61,5,5,5,555,15,🏆 Champions
12522,17,28,16264.28,5,5,5,555,15,🏆 Champions
12523,41,36,21135.420000000002,5,5,5,555,15,🏆 Champions
12524,12,33,21773.62,5,5,5,555,15,🏆 Champions
12525,17,42,23180.22,5,5,5,555,15,🏆 Champions
12526,27,31,18446.73,5,5,5,555,15,🏆 Champions
12527,7,45,24880.62,5,5,5,555,15,🏆 Champions
12528,59,24,12884.06,4,5,5,455,14,🏆 Champions
12529,22,44,25751.62,5,5,5,555,15,🏆 Champions
12530,27,46,25378.670000000002,5,5,5,555,15,🏆 Champions
12531,21,45,22903.04,5,5,5,555,15,🏆 Champions
12532,21,32,14892.74,5,5,5,555,15,🏆 Champions
12533,12,22,12807.24,5,5,5,555,15,🏆 Champions
12534,11,39,22423.29,5,5,5,555,15,🏆 Champions
12535,28,47,21989.57,5,5,5,555,15,🏆 Champions
12536,24,23,13196.28,5,5,5,555,15,🏆 Champions
12537,16,31,20131.71,5,5,5,555,15,🏆 Champions
12538,25,26,15163.15,5,5,5,555,15,🏆 Champions
12539,30,35,21133.77,5,5,5,555,15,🏆 Champions
12540,23,32,18715.99,5,5,5,555,15,🏆 Champions
12541,16,24,11536.23,5,5,5,555,15,🏆 Champions
12542,8,36,18014.11,5,5,5,555,15,🏆 Champions
12543,30,43,20062.99,5,5,5,555,15,🏆 Champions
12544,30,40,22986.64,5,5,5,555,15,🏆 Champions
12545,26,23,12044.63,5,5,5,555,15,🏆 Champions
12546,31,33,17435.89,5,5,5,555,15,🏆 Champions
12547,21,35,20675.41,5,5,5,555,15,🏆 Champions
12548,45,41,22041.55,4,5,5,455,14,🏆 Champions
12549,23,43,26674.42,5,5,5,555,15,🏆 Champions
12550,16,21,13564.380000000001,5,5,5,555,15,🏆 Champions
12551,25,36,17148.12,5,5,5,555,15,🏆 Champions
12552,11,33,20306.17,5,5,5,555,15,🏆 Champions
12553,20,49,21192.2,5,5,5,555,15,🏆 Champions
12554,12,39,19044.4,5,5,5,555,15,🏆 Champions
12555,44,44,21445.98,5,5,5,555,15,🏆 Champions
12556,5,35,20903.68,5,5,5,555,15,🏆 Champions
12557,15,43,22571.27,5,5,5,555,15,🏆 Champions
12558,14,45,22647.1,5,5,5,555,15,🏆 Champions
12559,28,23,12350.369999999999,5,5,5,555,15,🏆 Champions
12560,21,47,27065.0,5,5,5,555,15,🏆 Champions
12561,23,44,22418.77,5,5,5,555,15,🏆 Champions
12562,26,39,19553.68,5,5,5,555,15,🏆 Champions
12563,43,25,12474.06,5,5,5,555,15,🏆 Champions
12564,29,25,9250.34,5,5,5,555,15,🏆 Champions
12565,27,23,12782.96,5,5,5,555,15,🏆 Champions
12566,29,30,16281.56,5,5,5,555,15,🏆 Champions
12567,10,26,12636.8,5,5,5,555,15,🏆 Champions
12568,31,37,18066.45,5,5,5,555,15,🏆 Champions
12569,27,41,21140.64,5,5,5,555,15,🏆 Champions
12570,9,46,21687.67,5,5,5,555,15,🏆 Champions
12571,37,33,20373.11,5,5,5,555,15,🏆 Champions
12572,13,28,13803.86,5,5,5,555,15,🏆 Champions
12573,13,30,13452.51,5,5,5,555,15,🏆 Champions
12574,20,22,11061.34,5,5,5,555,15,🏆 Champions
12575,5,38,18439.13,5,5,5,555,15,🏆 Champions
12576,16,45,21351.78,5,5,5,555,15,🏆 Champions
12577,22,23,11389.62,5,5,5,555,15,🏆 Champions
12578,9,22,12348.75,5,5,5,555,15,🏆 Champions
12579,33,48,23888.1,5,5,5,555,15,🏆 Champions
12580,22,44,23190.96,5,5,5,555,15,🏆 Champions
12581,2,48,24879.18,5,5,5,555,15,🏆 Champions
12582,27,43,20852.24,5,5,5,555,15,🏆 Champions
12583,31,41,21975.89,5,5,5,555,15,🏆 Champions
12584,1,46,21739.23,5,5,5,555,15,🏆 Champions
12585,15,23,11445.210000000001,5,5,5,555,15,🏆 Champions
12586,22,38,24575.51,5,5,5,555,15,🏆 Champions
12587,16,49,30420.07,5,5,5,555,15,🏆 Champions
12588,17,42,22276.74,5,5,5,555,15,🏆 Champions
12589,20,23,11962.5,5,5,5,555,15,🏆 Champions
12590,30,21,8288.57,5,5,5,555,15,🏆 Champions
12591,27,48,25762.24,5,5,5,555,15,🏆 Champions
12592,14,20,10624.75,5,5,5,555,15,🏆 Champions
12593,32,31,14347.08,5,5,5,555,15,🏆 Champions
12594,18,36,20039.2,5,5,5,555,15,🏆 Champions
12595,19,23,11176.369999999999,5,5,5,555,15,🏆 Champions
12596,29,39,21053.38,5,5,5,555,15,🏆 Champions
12597,39,32,14857.27,5,5,5,555,15,🏆 Champions
12598,33,49,27690.62,5,5,5,555,15,🏆 Champions
12599,26,43,24858.93,5,5,5,555,15,🏆 Champions
12600,26,32,17468.29,5,5,5,555,15,🏆 Champions
12601,5,32,12999.91,5,5,5,555,15,🏆 Champions
12602,8,48,21139.68,5,5,5,555,15,🏆 Champions
12603,30,31,17264.96,5,5,5,555,15,🏆 Champions
12604,26,37,16206.76,5,5,5,555,15,🏆 Champions
12605,51,21,8909.15,4,5,5,455,14,🏆 Champions
12606,10,39,21362.48,5,5,5,555,15,🏆 Champions
12607,1,36,19039.78,5,5,5,555,15,🏆 Champions
12608,17,21,11135.86,5,5,5,555,15,🏆 Champions
12609,22,35,15456.39,5,5,5,555,15,🏆 Champions
12610,5,26,12385.59,5,5,5,555,15,🏆 Champions
12611,41,44,20221.12,5,5,5,555,15,🏆 Champions
12612,32,26,10955.26,5,5,5,555,15,🏆 Champions
12613,10,42,21284.4,5,5,5,555,15,🏆 Champions
12614,21,20,9970.65,5,5,5,555,15,🏆 Champions
12615,5,33,17432.6,5,5,5,555,15,🏆 Champions
12616,12,50,26989.04,5,5,5,555,15,🏆 Champions
12617,16,31,14982.3,5,5,5,555,15,🏆 Champions
12618,20,32,20447.21,5,5,5,555,15,🏆 Champions
12619,29,28,12888.67,5,5,5,555,15,🏆 Champions
12620,32,28,16541.52,5,5,5,555,15,🏆 Champions
12621,30,41,20326.73,5,5,5,555,15,🏆 Champions
12622,25,26,13968.95,5,5,5,555,15,🏆 Champions
12623,38,44,20639.74,5,5,5,555,15,🏆 Champions
12624,28,22,10046.8,5,5,5,555,15,🏆 Champions
12625,27,43,21334.84,5,5,5,555,15,🏆 Champions
12626,6,39,21613.0,5,5,5,555,15,🏆 Champions
12627,21,38,23811.61,5,5,5,555,15,🏆 Champions
12628,53,32,15759.61,4,5,5,455,14,🏆 Champions
12629,9,39,20810.96,5,5,5,555,15,🏆 Champions
12630,30,40,19094.41,5,5,5,555,15,🏆 Champions
12631,8,42,21675.76,5,5,5,555,15,🏆 Champions
12632,37,43,23045.88,5,5,5,555,15,🏆 Champions
12633,48,26,14779.73,4,5,5,455,14,🏆 Champions
12634,33,41,26929.18,5,5,5,555,15,🏆 Champions
12635,47,29,14351.1,4,5,5,455,14,🏆 Champions
12636,29,29,15336.76,5,5,5,555,15,🏆 Champions
12637,46,22,11789.45,4,5,5,455,14,🏆 Champions
12638,15,41,17092.3,5,5,5,555,15,🏆 Champions
12639,53,30,14198.29,4,5,5,455,14,🏆 Champions
12640,22,32,16814.15,5,5,5,555,15,🏆 Champions
12641,20,41,20063.079999999998,5,5,5,555,15,🏆 Champions
12642,23,39,20996.39,5,5,5,555,15,🏆 Champions
12643,23,44,25970.88,5,5,5,555,15,🏆 Champions
12644,19,47,18709.22,5,5,5,555,15,🏆 Champions
12645,14,21,12698.05,5,5,5,555,15,🏆 Champions
12646,23,42,20383.04,5,5,5,555,15,🏆 Champions
12647,25,26,12893.18,5,5,5,555,15,🏆 Champions
12648,36,39,18113.84,5,5,5,555,15,🏆 Champions
12649,32,41,23224.38,5,5,5,555,15,🏆 Champions
12650,8,32,16765.05,5,5,5,555,15,🏆 Champions
12651,12,45,23833.4,5,5,5,555,15,🏆 Champions
12652,50,23,12626.47,4,5,5,455,14,🏆 Champions
12653,9,22,7610.23,5,5,5,555,15,🏆 Champions
12654,4,35,17703.35,5,5,5,555,15,🏆 Champions
12655,19,40,22160.35,5,5,5,555,15,🏆 Champions
12656,11,46,25147.04,5,5,5,555,15,🏆 Champions
12657,18,43,22150.35,5,5,5,555,15,🏆 Champions
12658,15,41,22370.69,5,5,5,555,15,🏆 Champions
12659,27,38,19728.33,5,5,5,555,15,🏆 Champions
12660,11,47,23950.97,5,5,5,555,15,🏆 Champions
12661,61,22,11457.48,4,5,5,455,14,🏆 Champions
12662,11,41,22997.0,5,5,5,555,15,🏆 Champions
12663,16,28,16596.57,5,5,5,555,15,🏆 Champions
12664,29,43,23580.73,5,5,5,555,15,🏆 Champions
12665,3,41,21042.86,5,5,5,555,15,🏆 Champions
12666,23,45,25514.28,5,5,5,555,15,🏆 Champions
12667,6,49,30677.32,5,5,5,555,15,🏆 Champions
12668,22,20,10600.97,5,5,5,555,15,🏆 Champions
12669,9,39,18401.15,5,5,5,555,15,🏆 Champions
12670,18,32,17735.77,5,5,5,555,15,🏆 Champions
12671,19,41,20357.46,5,5,5,555,15,🏆 Champions
12672,11,25,13109.43,5,5,5,555,15,🏆 Champions
12673,16,33,18701.22,5,5,5,555,15,🏆 Champions
12674,10,31,17935.350000000002,5,5,5,555,15,🏆 Champions
12675,8,40,21388.88,5,5,5,555,15,🏆 Champions
12676,18,44,21228.8,5,5,5,555,15,🏆 Champions
12677,14,37,16649.68,5,5,5,555,15,🏆 Champions
12678,17,50,25324.92,5,5,5,555,15,🏆 Champions
12679,9,49,22538.73,5,5,5,555,15,🏆 Champions
12680,19,35,21398.55,5,5,5,555,15,🏆 Champions
12681,22,20,11634.05,5,5,5,555,15,🏆 Champions
12682,14,50,21048.45,5,5,5,555,15,🏆 Champions
12683,48,34,17953.82,4,5,5,455,14,🏆 Champions
12684,18,45,24850.98,5,5,5,555,15,🏆 Champions
12685,30,33,18663.96,5,5,5,555,15,🏆 Champions
12686,15,22,9630.29,5,5,5,555,15,🏆 Champions
12687,9,47,21538.46,5,5,5,555,15,🏆 Champions
12688,12,26,15169.87,5,5,5,555,15,🏆 Champions
12689,35,48,28321.02,5,5,5,555,15,🏆 Champions
12690,8,46,19443.96,5,5,5,555,15,🏆 Champions
12691,61,33,13800.98,4,5,5,455,14,🏆 Champions
12692,19,38,19692.43,5,5,5,555,15,🏆 Champions
12693,30,24,15180.33,5,5,5,555,15,🏆 Champions
12694,15,26,12338.460000000001,5,5,5,555,15,🏆 Champions
12695,26,25,12610.72,5,5,5,555,15,🏆 Champions
12696,4,30,14330.03,5,5,5,555,15,🏆 Champions
12697,38,40,19921.43,5,5,5,555,15,🏆 Champions
12698,14,34,17396.7,5,5,5,555,15,🏆 Champions
12699,7,43,23292.51,5,5,5,555,15,🏆 Champions
12700,21,22,11233.2,5,5,5,555,15,🏆 Champions
12701,11,25,9998.35,5,5,5,555,15,🏆 Champions
12702,11,38,18290.46,5,5,5,555,15,🏆 Champions
12703,30,26,13427.0,5,5,5,555,15,🏆 Champions
12704,59,27,12071.71,4,5,5,455,14,🏆 Champions
12705,37,48,21271.65,5,5,5,555,15,🏆 Champions
12706,10,29,15631.29,5,5,5,555,15,🏆 Champions
12707,15,34,18872.23,5,5,5,555,15,🏆 Champions
12708,34,20,10128.53,5,5,5,555,15,🏆 Champions
12709,23,42,19320.81,5,5,5,555,15,🏆 Champions
12710,54,19,11449.72,4,5,5,455,14,🏆 Champions
12711,16,45,24723.33,5,5,5,555,15,🏆 Champions
12712,31,26,14784.67,5,5,5,555,15,🏆 Champions
12713,7,34,17759.77,5,5,5,555,15,🏆 Champions
12714,23,37,20831.34,5,5,5,555,15,🏆 Champions
12715,11,20,9985.07,5,5,5,555,15,🏆 Champions
12716,29,36,19259.44,5,5,5,555,15,🏆 Champions
12717,33,36,18570.23,5,5,5,555,15,🏆 Champions
12718,35,26,13164.57,5,5,5,555,15,🏆 Champions
12719,29,50,24058.54,5,5,5,555,15,🏆 Champions
12720,32,20,10650.720000000001,5,5,5,555,15,🏆 Champions
12721,11,26,11386.5,5,5,5,555,15,🏆 Champions
12722,12,26,13402.19,5,5,5,555,15,🏆 Champions
12723,24,50,21664.74,5,5,5,555,15,🏆 Champions
12724,2,43,21293.32,5,5,5,555,15,🏆 Champions
12725,28,29,15981.5,5,5,5,555,15,🏆 Champions
12726,39,27,13392.72,5,5,5,555,15,🏆 Champions
12727,22,27,15612.68,5,5,5,555,15,🏆 Champions
12728,11,28,19542.4,5,5,5,555,15,🏆 Champions
12729,18,40,19413.239999999998,5,5,5,555,15,🏆 Champions
12730,24,44,19436.48,5,5,5,555,15,🏆 Champions
12731,24,26,15600.66,5,5,5,555,15,🏆 Champions
12732,14,41,21481.9,5,5,5,555,15,🏆 Champions
12733,9,29,15509.869999999999,5,5,5,555,15,🏆 Champions
12734,26,28,13651.95,5,5,5,555,15,🏆 Champions
12735,36,46,23418.670000000002,5,5,5,555,15,🏆 Champions
12736,22,28,13943.18,5,5,5,555,15,🏆 Champions
12737,9,41,18139.31,5,5,5,555,15,🏆 Champions
12738,21,26,14225.82,5,5,5,555,15,🏆 Champions
12739,16,41,18479.82,5,5,5,555,15,🏆 Champions
12740,13,43,25324.4,5,5,5,555,15,🏆 Champions
12741,18,21,9914.27,5,5,5,555,15,🏆 Champions
12742,17,45,21785.52,5,5,5,555,15,🏆 Champions
12743,8,22,12034.87,5,5,5,555,15,🏆 Champions
12744,8,28,15552.3,5,5,5,555,15,🏆 Champions
12745,26,32,14671.19,5,5,5,555,15,🏆 Champions
12746,6,34,17077.56,5,5,5,555,15,🏆 Champions
12747,5,22,13688.22,5,5,5,555,15,🏆 Champions
12748,39,27,14449.25,5,5,5,555,15,🏆 Champions
12749,22,22,10692.6,5,5,5,555,15,🏆 Champions
12750,30,20,9115.98,5,5,5,555,15,🏆 Champions
12751,20,39,20160.31,5,5,5,555,15,🏆 Champions
12752,39,39,19461.06,5,5,5,555,15,🏆 Champions
12753,52,26,14602.949999999999,4,5,5,455,14,🏆 Champions
12754,14,26,14134.46,5,5,5,555,15,🏆 Champions
12755,17,35,19025.04,5,5,5,555,15,🏆 Champions
12756,5,36,16732.75,5,5,5,555,15,🏆 Champions
12757,29,45,24276.62,5,5,5,555,15,🏆 Champions
12758,17,31,16828.68,5,5,5,555,15,🏆 Champions
12759,22,34,17094.82,5,5,5,555,15,🏆 Champions
12760,27,39,19822.64,5,5,5,555,15,🏆 Champions
12761,13,50,25849.35,5,5,5,555,15,🏆 Champions
12762,50,45,24884.28,4,5,5,455,14,🏆 Champions
12763,27,30,16552.53,5,5,5,555,15,🏆 Champions
12764,7,30,14408.76,5,5,5,555,15,🏆 Champions
12765,27,46,24114.03,5,5,5,555,15,🏆 Champions
12766,23,37,20453.9,5,5,5,555,15,🏆 Champions
12767,34,28,13800.93,5,5,5,555,15,🏆 Champions
12768,13,50,27555.84,5,5,5,555,15,🏆 Champions
12769,29,25,14378.56,5,5,5,555,15,🏆 Champions
12770,23,49,19991.34,5,5,5,555,15,🏆 Champions
12771,29,26,13354.33,5,5,5,555,15,🏆 Champions
12772,30,23,13308.5,5,5,5,555,15,🏆 Champions
12773,21,20,9931.39,5,5,5,555,15,🏆 Champions
12774,44,34,18502.66,5,5,5,555,15,🏆 Champions
12775,12,36,14253.16,5,5,5,555,15,🏆 Champions
12776,5,37,19527.83,5,5,5,555,15,🏆 Champions
12777,15,43,23628.65,5,5,5,555,15,🏆 Champions
12778,66,23,15143.43,4,5,5,455,14,🏆 Champions
12779,12,50,24583.41,5,5,5,555,15,🏆 Champions
12780,23,37,17604.52,5,5,5,555,15,🏆 Champions
12781,27,34,15643.99,5,5,5,555,15,🏆 Champions
12782,20,30,12115.11,5,5,5,555,15,🏆 Champions
12783,28,34,17100.920000000002,5,5,5,555,15,🏆 Champions
12784,57,23,12344.51,4,5,5,455,14,🏆 Champions
12785,13,34,17743.71,5,5,5,555,15,🏆 Champions
12786,58,25,12454.15,4,5,5,455,14,🏆 Champions
12787,30,40,19634.58,5,5,5,555,15,🏆 Champions
12788,19,43,22695.84,5,5,5,555,15,🏆 Champions
12789,38,41,19293.5,5,5,5,555,15,🏆 Champions
12790,73,42,23431.66,4,5,5,455,14,🏆 Champions
12791,17,23,12319.01,5,5,5,555,15,🏆 Champions
12792,5,41,23345.78,5,5,5,555,15,🏆 Champions
12793,15,46,23261.260000000002,5,5,5,555,15,🏆 Champions
12794,15,21,12149.02,5,5,5,555,15,🏆 Champions
12795,13,50,29038.88,5,5,5,555,15,🏆 Champions
12796,31,22,9228.73,5,5,5,555,15,🏆 Champions
12797,43,23,6357.8,5,5,5,555,15,🏆 Champions
12798,41,25,7917.51,5,5,5,555,15,🏆 Champions
12799,54,19,6432.79,4,5,5,455,14,🏆 Champions
12800,20,24,10059.58,5,5,5,555,15,🏆 Champions
12801,89,16,3855.21,3,4,4,344,11,💎 Loyal Customers
12802,41,11,2887.62,5,3,3,533,11,💎 Loyal Customers
12803,99,17,6085.35,3,4,5,345,12,💎 Loyal Customers
12804,57,10,3441.05,4,3,4,434,11,💎 Loyal Customers
12805,44,12,4583.03,5,3,4,534,12,💎 Loyal Customers
12806,17,10,3234.78,5,3,3,533,11,💎 Loyal Customers
